Street,City,propertycard__detailvalue,quartos,banheiros,vagas,price
Rua Ubaíra,Indianópolis,200,3,4,4,1990000
Vila Dom Pedro I São Paulo,SP,173,2,2,4,1250000
Rua Dom Luís Felipe de Orleans,Vila Maria Baixa,100,2,2,1,499998
Rua Jacques Félix,Vila Nova Conceição,200,3,3,4,7920000
Saúde São Paulo,SP,135,3,1,2,1190000
Vila São Paulo São Paulo,SP,190,3,1,2,1400000
Jardim Vitória Régia São Paulo,SP,568,4,5,4,5500000
Itaim Bibi São Paulo,SP,196,3,5,2,2700000
Rua Milton Soares,Jardim Sarah,100,2,2,2,350000
Rua Visconde de Taunay,Vila Cruzeiro,125,2,2,2,950000
Rua dos Trilhos,Mooca,165,3,1,1,800000
Rua Groenlândia,Jardim América,420,4,5,5,8500000
Rua Guaninas,Jardim Aeroporto,115,3,2,2,573000
Rua Amélia Augusta Rodrigues,Cidade São Mateus,120,3,2,2,261252
Vila Vera São Paulo,SP,146,3,1,1,480000
Sumaré São Paulo,SP,160,8,3,5,8500
Avenida Manoel dos Reis Araújo,Jardim Marajoara,500,3,6,6,2300000
Santo Amaro São Paulo,SP,185,4,5,4,2100000
Vila Monumento São Paulo,SP,282,4,2,4,1705000
Vila Brasílio Machado São Paulo,SP,110,3,3,2,650000
Rua Roger Chaffee,Interlagos,345,4,6,4,2500000
Rua Giácomo Carissimi,Vila Adalgisa,120,3,2,2,580000
Jardim Luzitânia São Paulo,SP,260,3,4,3,5250000
Rua Simão de Toledo Piza,Vila Libanesa,157,2,1,2,640000
Rua Antônio Dario Menezes,Vila Romano,141,3,1,4,800000
Jardim da Glória São Paulo,SP,200,3,4,3,1000000
Jardim da Glória São Paulo,SP,233,3,2,5,2000000
Rua Cayowaá,Perdizes,280,3,1,2,1200000
Bosque da Saúde São Paulo,SP,347,4,4,6,2100000
Rua do Minho,Jardim Luzitânia,300,4,7,4,13000
Vila Madalena São Paulo,SP,380,7,5,6,2900000
Bosque da Saúde São Paulo,SP,288,3,1,6,1200000
Alto da Lapa São Paulo,SP,360,3,4,6,2400000
Rua Orozimbo Maia,Alto da Mooca,220,6,7,6,2000000
Vila Clementino São Paulo,SP,70,1,1,2,953000
Vila Moinho Velho São Paulo,SP,150,3,1,2,700000
Travessa Nicolas Jancu,Jardim Virginia Bianca,367,3,4,4,1684000
Rua Ana Vieira de Carvalho,Jardim Panorama,350,3,4,5,3900000
Rua Nhu,Guaçu,75,2,2,2,750000
Rua João Cordeiro,Vila Carrão,480,4,10,4,1580000
Santana São Paulo,SP,250,4,4,5,1800000
Brooklin Paulista São Paulo,SP,330,5,6,5,2280000
Retiro Morumbi São Paulo,SP,986,4,6,3,4000000
Avenida Santo Albano,Vila Vera,265,3,5,8,689000
Rua Melo Morais Filho,Jardim Guedala,545,4,6,10,8500000
Vila Ida São Paulo,SP,235,3,3,7,2300000
Avenida Professor Rubens Gomes de Souza,Jardim Cordeiro,500,4,5,6,9000000
Cidade Monções São Paulo,SP,102,2,4,2,1200000
Cidade Jardim São Paulo,SP,410,3,5,4,4000000
Rua Comendador Bichara Moherdauí,Jardim Leonor,798,5,7,8,4950000
Rua Esmeralda,Aclimação,120,3,4,2,1000000
Chácara Monte Alegre São Paulo,SP,352,4,4,3,1800000
Rua Professor Araújo Maciel,Vila Fachini,158,4,2,2,550000
Jardim Europa São Paulo,SP,300,4,6,4,4300000
Rua Caracas,Vila Nova Conceição,156,3,3,2,2184000
Bosque da Saúde São Paulo,SP,650,4,1,12,2600000
Rua México,Jardim América,581,3,3,20,30000000
Morumbi São Paulo,SP,868,4,4,9,6000000
Vila Sônia São Paulo,SP,288,4,3,4,1200000
Rua Bartolomeu Rampini,Parque Maria Fernandes,200,4,1,1,300000
Avenida Vicente Paiva,Vila Progredior,715,4,6,8,4500000
Jardim Guedala São Paulo,SP,420,4,4,4,3180000
Fazenda Morumbi São Paulo,SP,296,4,4,4,6200000
Rua Carmo do Cajuru,Jardim Guedala,650,4,6,4,3500000
Rua Mário,Vila Romana,169,3,3,2,1100000
Rua Conde D'Eu,Santo Amaro,800,5,1,6,6000000
Vila Lúcia São Paulo,SP,232,3,3,2,1280000
Rua Reverendo Israel Vieira Ferreira,Vila Medeiros,260,4,4,3,760000
Vila Gumercindo São Paulo,SP,211,3,1,2,1000000
Rua República do Iraque,Campo Belo,350,4,7,4,3490000
Rua Líbero Ripole,Jardim Umuarama,214,3,5,2,1150000
Rua Melo Morais Filho,Jardim Guedala,545,4,5,10,8500000
Vila Moraes São Paulo,SP,200,3,1,4,850000
Rua David Ben Gurion,Jardim Monte Kemel,179,4,5,4,900000
Jardim Paulista São Paulo,SP,700,5,5,4,11500000
Rua Arataca,Chácara Monte Alegre,500,3,5,4,3500000
Rua Henri Poincare,Jardim Coimbra,97,2,2,1,467000
Rua Alemanha,Jardim Europa,570,5,8,6,45000
Rua Engenheiro Sá Rocha,Vila Ida,331,4,4,5,19900
Jardim Guedala São Paulo,SP,443,4,7,7,18000
Rua Nova Pátria,Bosque da Saúde,230,3,4,4,1280000
Rua Eva Bloch,Bosque da Saúde,150,4,3,4,1802000
Jardim Paulistano São Paulo,SP,496,4,3,5,3800000
Alameda dos Indígenas,Planalto Paulista,314,3,3,4,1450000
Rua Saramenha,Sumaré,330,3,5,5,1850000
Santo Amaro São Paulo,SP,200,2,2,4,1650000
Rua Bernardo Sanches,Real Parque,309,2,3,2,2800000
Rua Rubem de Souza,Vila Inglesa,390,3,2,3,1400000
Rua Bom Pastor,Ipiranga,370,4,4,5,1200000
Lar São Paulo São Paulo,SP,334,3,3,4,1696000
Cidade Jardim São Paulo,SP,841,6,7,4,5000000
Vila Brasílio Machado São Paulo,SP,195,3,1,2,650000
Rua André Rebouças,Vila Piauí,75,2,2,1,400000
Rua Maestro Chiaffarelli,Jardim Paulista,210,2,4,2,3600000
Rua Porto Rico,Jardim América,701,4,4,6,20200000
Moema São Paulo,SP,220,2,5,4,2700000
Brooklin Paulista São Paulo,SP,175,3,4,3,1900000
Avenida Eugênio Bartolomai,Jardim Santa Helena,290,3,3,4,1290000
Rua Domingos Gonçalo,Jardim Campo Grande,273,3,4,4,2300000
Jardim Paulista São Paulo,SP,170,6,3,1,1800000
Brooklin Paulista São Paulo,SP,272,4,5,5,1300000
Rua Sargento Francisco Boeming,Jardim Anhanguera,135,2,2,1,600000
Largo da Batalha,Jardim Luzitânia,300,3,7,3,5250000
Rua Alcindo Guanabara,Jardim da Glória,400,3,1,4,2500000
Rua Doutor Fernandes Coelho,Pinheiros,490,5,3,5,7000000
Jardim Paulista São Paulo,SP,517,4,1,4,9500000
Rua Ribeiro do Vale,Brooklin Paulista,250,3,4,3,1590000
Jardim Guedala São Paulo,SP,496,4,6,4,14000
Jardim da Saúde São Paulo,SP,173,3,1,5,1100000
Rua Josefina Arnoni,Vila Irmãos Arnoni,370,3,5,4,899000
Alto de Pinheiros São Paulo,SP,307,4,5,4,2900000
Cambuci São Paulo,SP,165,3,5,3,1000000
Rua Sanharó,Jardim Guedala,286,2,4,4,1700000
Vila Bela Aliança São Paulo,SP,300,3,8,5,2759000
Alameda dos Nhambiquaras,Indianópolis,355,3,6,4,4950000
Rua Doutor Sebastião Lappetina Russo,Jardim Promissão,164,3,3,2,700000
Rua Ushi Kamia,Parque Ramos Freitas,104,2,1,1,277780
Rua Alemanha,Jardim Europa,550,3,4,4,7700000
Brooklin Paulista São Paulo,SP,300,4,4,6,7500
Rua Áurea Batista dos Santos,Vila Morse,240,3,3,2,850000
Belenzinho São Paulo,SP,330,2,1,4,950000
Ipiranga São Paulo,SP,108,3,3,1,690000
Rua Saclara,Vila Industrial,90,3,3,3,280000
Rua Antônio Peres Mulla,Vila Carrão,176,3,2,2,800000
Rua Múrcia,Parque Sevilha,145,3,2,2,650000
Vila Brasilina São Paulo,SP,583,4,1,12,3000000
Jardim América São Paulo,SP,880,4,3,12,65000
Rua Maurício de Castilho,Vila Monumento,310,3,3,2,1350000
Rua Noruega,Jardim Europa,878,4,8,8,15000000
Vila Tramontano São Paulo,SP,388,3,5,8,4900000
Rua Rodovalho Junior,Penha de França,223,4,3,2,650000
Rua Gregório Paes de Almeida,Vila Madalena,400,4,3,5,2650000
Avenida Manoel dos Reis Araújo,Jardim Marajoara,342,5,5,8,10000
Jardim Paulista São Paulo,SP,500,4,6,8,35000
Rua Tomé Portes,Brooklin Paulista,375,4,7,5,1850000
Rua Santos Dumont,Jardim Petrópolis,567,5,9,4,3490000
Rua Luís Gonzaga de Sylos,Jardim Aricanduva,60,2,1,1,317990
Rua João Borba,Vila Bertioga,161,3,3,2,790000
Vila São José (Ipiranga) São Paulo,SP,273,4,5,4,1200000
Vila Monumento São Paulo,SP,173,3,5,4,1100000
Rua César Marengo,Vila Campo Grande,100,2,2,1,360000
Avenida Manoel dos Reis Araújo,Jardim Marajoara,595,2,3,6,1100000
Rua Romão Puiggari,Vila Moraes,68,2,1,1,315000
Vila Brasílio Machado São Paulo,SP,207,3,1,3,980000
Sumaré São Paulo,SP,450,4,7,8,25000
Alto de Pinheiros São Paulo,SP,294,4,6,5,5950000
Rua Augusto Perroni,Conjunto Residencial Butantã,167,2,3,3,790000
Rua Alphonsus de Guimaraens,Santana,250,2,3,5,1200000
Rua Maestro Vasconcelos Chaves,Vila Rui Barbosa,60,1,1,2,270000
São Paulo,SP,385,3,6,4,1800000
Rua Paramu,Vila Bela,75,2,3,2,440000
Rua Pero Correia,Vila Mariana,144,3,2,5,890000
Rua Paragominas,São Lucas,140,2,2,1,350000
Boaçava São Paulo,SP,400,4,6,6,2550000
Rua Engenheiro Elias Machado de Almeida,Caxingui,308,4,4,7,1319500
Planalto Paulista São Paulo,SP,253,4,4,3,1298000
Rua Doutor Maurício de Lacerda,São Judas,198,3,3,2,2332000
Rua Wanderley,Perdizes,130,2,2,1,900000
Rua Conde de Porto Alegre,Campo Belo,291,3,4,2,15000
Rua Rocinha,Bosque da Saúde,160,5,4,3,990000
Praça Monsenhor Galvão de Sousa,Jardim Guedala,558,4,8,6,22000
Rua Comandante Ismael Guilherme,Jardim Luzitânia,566,3,4,6,12000000
Rua Conde D'Eu,Santo Amaro,150,3,3,2,2100000
Rua Laplace,Brooklin,634,5,4,4,2800000
Rua Honorato Faustino,Alto de Pinheiros,535,4,5,4,8000000
Jardim América São Paulo,SP,850,5,4,6,50000
Parque dos Príncipes São Paulo,SP,893,4,8,10,11000000
Retiro Morumbi São Paulo,SP,2000,5,11,30,90000
Rua Atalanta,Jardim São Paulo(Zona Norte),200,3,2,3,700000
Vila Brasílio Machado São Paulo,SP,110,3,2,2,650000
Rua Ribeiro do Vale,Brooklin Paulista,250,3,1,3,1600000
Vila Simone São Paulo,SP,285,4,3,3,636000
Rua Antônio Loureiro,Vila Santa Catarina,200,3,2,4,650000
Rua Araporé,Jardim Guedala,450,5,5,5,3100000
Alto da Mooca São Paulo,SP,800,3,2,4,1600000
Rua Arcipreste Andrade,Ipiranga,120,2,1,1,800000
Rua Pedro Inácio de Araújo,Vila São Silvestre,98,2,1,2,590000
Rua General Gaudie Ley,Interlagos,350,4,5,8,1600000
Rua Cornélio Procópio,Saúde,165,2,2,2,899000
Vila Nova Conceição São Paulo,SP,177,3,2,3,2875000
Rua Ossian Terceiro Teles,Jardim Prudência,250,3,4,3,1100000
Rua Mário Enzio Pasqualucci,Vila São Francisco (Zona Sul),133,3,4,2,850000
Estrada Velha da Penha,Tatuapé,125,2,2,2,530000
Rua Capitão José Inocêncio Taques Alvim,Santo Amaro,147,3,3,3,890000
Rua Comandante Ismael Guilherme,Jardim Luzitânia,600,3,6,4,12000000
Avenida Dória,Vila Alexandria,130,2,2,1,650000
Rua Balata,Jardim Guairaca,276,3,3,6,950000
Rua Armando Brussolo,Vila Romana,254,3,3,2,1900000
Rua Sargento Antenor Teixeira,Jabaquara,350,4,2,1,940000
Rua Maria Celina,Vila Firmiano Pinto,140,3,3,2,799000
Rua Marituba,Chácara Monte Alegre,390,4,3,4,2250000
Avenida Ipanema,Veleiros,75,2,2,2,700000
Vila Nivi São Paulo,SP,72,2,1,2,380000
Rua Ubaíra,Indianópolis,200,3,4,4,1990000
Rua Bom Pastor,Ipiranga,370,4,4,5,1200000
Lar São Paulo São Paulo,SP,334,3,3,4,1696000
Cidade Jardim São Paulo,SP,841,6,7,4,5000000
Vila Brasílio Machado São Paulo,SP,195,3,1,2,650000
Rua André Rebouças,Vila Piauí,75,2,2,1,400000
Rua Maestro Chiaffarelli,Jardim Paulista,210,2,4,2,3600000
Rua Porto Rico,Jardim América,701,4,4,6,20200000
Moema São Paulo,SP,220,2,5,4,2700000
Brooklin Paulista São Paulo,SP,175,3,4,3,1900000
Avenida Eugênio Bartolomai,Jardim Santa Helena,290,3,3,4,1290000
Rua Domingos Gonçalo,Jardim Campo Grande,273,3,4,4,2300000
Jardim Paulista São Paulo,SP,170,6,3,1,1800000
Brooklin Paulista São Paulo,SP,272,4,5,5,1300000
Rua Sargento Francisco Boeming,Jardim Anhanguera,135,2,2,1,600000
Largo da Batalha,Jardim Luzitânia,300,3,7,3,5250000
Rua Alcindo Guanabara,Jardim da Glória,400,3,1,4,2500000
Rua Doutor Fernandes Coelho,Pinheiros,490,5,3,5,7000000
Jardim Paulista São Paulo,SP,517,4,1,4,9500000
Rua Ribeiro do Vale,Brooklin Paulista,250,3,4,3,1590000
Jardim Guedala São Paulo,SP,496,4,6,4,14000
Jardim da Saúde São Paulo,SP,173,3,1,5,1100000
Rua Josefina Arnoni,Vila Irmãos Arnoni,370,3,5,4,899000
Alto de Pinheiros São Paulo,SP,307,4,5,4,2900000
Cambuci São Paulo,SP,165,3,5,3,1000000
Rua Sanharó,Jardim Guedala,286,2,4,4,1700000
Vila Bela Aliança São Paulo,SP,300,3,8,5,2759000
Alameda dos Nhambiquaras,Indianópolis,355,3,6,4,4950000
Rua Doutor Sebastião Lappetina Russo,Jardim Promissão,164,3,3,2,700000
Rua Ushi Kamia,Parque Ramos Freitas,104,2,1,1,277780
Rua Alemanha,Jardim Europa,550,3,4,4,7700000
Brooklin Paulista São Paulo,SP,300,4,4,6,7500
Rua Áurea Batista dos Santos,Vila Morse,240,3,3,2,850000
Belenzinho São Paulo,SP,330,2,1,4,950000
Ipiranga São Paulo,SP,108,3,3,1,690000
Rua Saclara,Vila Industrial,90,3,3,3,280000
Rua Antônio Peres Mulla,Vila Carrão,176,3,2,2,800000
Rua Antônio Alves Santos,Vila Cunha Bueno,120,2,2,2,360000
Pinheiros São Paulo,SP,460,4,5,4,5500000
Vila Brasílio Machado São Paulo,SP,110,3,1,2,790000
Alto de Pinheiros São Paulo,SP,291,3,5,3,3900000
Vila Congonhas São Paulo,SP,120,3,2,2,763200
Chácara Mafalda São Paulo,SP,500,5,5,4,900000
Rua Sampaio Vidal,Jardim Paulistano,250,3,5,4,7500
Bosque da Saúde São Paulo,SP,131,3,1,2,850000
Rua Orlando Ferraiuolo,Vila Brasilina,340,3,2,3,999000
Sumaré São Paulo,SP,265,3,4,5,1600000
Vila Nova Caledônia São Paulo,SP,252,3,2,6,1500000
Rua D'Ouro,Jardim Luzitânia,415,3,5,8,7980000
Vila Anhangüera São Paulo,SP,167,3,1,3,795000
Sumaré São Paulo,SP,350,3,2,2,10000
Rua José Vicente,Tremembé,450,4,3,8,1600000
Rua Nicolau Magnoli,Chácara Meyer,263,3,3,4,1300000
Rua Professor Francisco Maffei,Interlagos,453,3,7,6,2120000
Rua Manuel Jacinto,Vila Morse,261,3,3,2,800000
Rua da Cipaúba,Vila São Domingos,140,3,3,2,480000
Parque da Mooca São Paulo,SP,170,3,4,10,965000
Jardim Guedala São Paulo,SP,783,5,6,8,7500000
Rua General Almério de Moura,Vila Tramontano,600,3,4,6,2750000
Indianópolis São Paulo,SP,200,4,4,2,890000
Rua Timbó,Mooca,170,3,3,2,890000
Rua Edgard Pereira,Vila Guarani (Z Sul),160,3,4,3,860000
Rua Coronel Deraldo Jordão,Vila Firmiano Pinto,125,3,4,2,880000
Rua Sernambitiba,Vila Império,128,2,3,4,650000
Rua Paulo Orozimbo,Cambuci,550,4,6,2,2700000
Rua Manoel Pires do Valle,Vila Domitila,170,3,2,3,549000
Rua Constantino de Sousa,Campo Belo,440,4,5,4,1800000
Rua Pierre de Beranger,Campo Grande,140,3,3,6,900000
Rua Jacinto Ribeiro,Jardim das Vertentes,264,4,3,2,640000
Rua Francisco Riva,Conjunto Habitacional Barreira Grande,100,2,1,2,350000
Lapa de Baixo São Paulo,SP,292,2,2,2,830010
Alto da Lapa São Paulo,SP,200,3,3,4,1350000
Rua Moura Brasil,Butantã,450,3,3,4,1600000
Rua Tapes,Jardim Aeroporto,152,5,7,4,839000
Rua Francisco Zicardi,Jardim Anália Franco,340,3,2,3,1800000
Jardim Vila Mariana São Paulo,SP,170,3,4,4,1800000
Rua Pau,Brasil,790,4,5,8,7410000
Vila Marieta São Paulo,SP,46,1,1,1,250000
Rua Urbanizadora,Sumaré,280,5,2,5,3000000
Alameda Franca,Jardim Paulista,150,9,2,1,2600000
Santo Amaro São Paulo,SP,128,3,1,2,730000
Rua João Vilhema,Planalto Paulista,170,3,3,2,4800
Rua Votuverava,Jardim Guedala,736,5,3,12,4499000
Rua Guaçuma,Vila Califórnia,143,2,1,1,380000
Rua Francisco Dias Velho,Vila Cordeiro,200,3,4,3,1300000
Rua Padre Germano Mayer,Maranhão,110,3,4,1,650000
Rua Itassuce,Pacaembu,2500,3,7,12,12500000
Avenida Barão do Rego Barros,Vila Congonhas,450,4,10,8,1340999
Cidade Jardim São Paulo,SP,650,5,7,8,5300000
Bosque da Saúde São Paulo,SP,427,4,6,10,1350000
Bosque da Saúde São Paulo,SP,140,3,1,2,895000
Vila Brasilina São Paulo,SP,124,2,1,5,590000
Rua das Guassatungas,Vila Parque Jabaquara,63,2,1,1,390000
Brooklin Paulista São Paulo,SP,340,3,2,2,2660000
Vila Paulista São Paulo,SP,195,2,3,4,596000
Rua Marquês Olinda,Vila Dom Pedro I,300,7,3,2,1300000
Rua Manuel Rodrigues da Costa,Vila Guedes,140,3,2,3,619000
Rua Luisiania,Brooklin Paulista,260,3,2,4,2400000
Rua Geraldo Flausino Gomes,Cidade Monções,375,1,7,8,20000
Rua Constantino de Sousa,Campo Belo,203,3,2,2,1280000
Mooca São Paulo,SP,220,4,2,1,645000
Jardim Guedala São Paulo,SP,950,4,7,11,15000000
Rio Pequeno São Paulo,SP,215,3,3,2,749000
Rua General Lauro Cavalcanti de Farias,Jardim Mangalot,180,3,4,2,699000
Vila Mazzei São Paulo,SP,68,2,3,1,400000
Rua Itapacurai,Paraíso do Morumbi,160,4,3,2,800000
Chácara Inglesa São Paulo,SP,126,3,2,2,930000
Jardim Japão São Paulo,SP,300,7,4,2,1170000
Vila Madalena São Paulo,SP,276,3,1,6,1800000
Rua Plínio Salgado,Jardim Peri Peri,142,3,2,2,749000
Consolação São Paulo,SP,322,4,4,10,14000
Vila Sônia São Paulo,SP,90,2,1,2,490000
Planalto Paulista São Paulo,SP,463,5,5,6,2990000
Rua Moura Brasil,Butantã,300,3,2,4,1600000
Rua Manuel Silva Neto,Vila Macedópolis,210,4,2,3,740000
Vila Moraes São Paulo,SP,165,4,1,4,850000
Rua Antônio Nadruz Dib,Chora Menino,256,3,5,4,823400
Rua Olegário Mariano,8888,620,4,8,6,4400000
Rua Francisco Santo Suosso,Educandário,135,2,2,1,372000
Avenida José Carlos Pace,Interlagos,320,4,5,6,1800000
Vila Nair São Paulo,SP,273,2,3,3,636000
Rua Almirante Lobo,Ipiranga,125,3,2,1,530000
Rua Cubatão,Vila Mariana,470,5,5,8,6500000
Rua Holanda,Jardim Europa,780,4,9,8,11900000
Pacaembu São Paulo,SP,400,2,4,4,2150000
Rua Jandiro Joaquim Pereira,Jardim Leonor,460,4,4,6,2550000
Praça Santos Coimbra,Morumbi,550,4,5,6,3600000
Rua Doutor Dolzani,Jardim da Glória,160,3,3,3,1600000
Vila Arriete São Paulo,SP,236,4,3,5,1200000
Jardim Paulista São Paulo,SP,340,3,4,3,3980000
Bosque da Saúde São Paulo,SP,379,6,6,4,4990000
Vila Anhangüera São Paulo,SP,171,4,1,2,945000
Rua Chamantá,Vila Prudente,240,3,3,3,800000
Rua Portugal,Jardim Europa,693,4,4,6,16000000
Cambuci São Paulo,SP,300,3,5,4,2900000
Rua Araporé,Jardim Guedala,517,4,8,7,4461000
Rua Doutor João Dalmácio Azevedo,Cidade Jardim,1000,4,6,8,8400000
Rua Dom Tomás Costa e Lima,Vila Tramontano,1075,4,5,14,50000
Rua Professor Apolinário Porto Alegre,Jardim D'Abril,81,2,1,2,319800
Jardim Prudência São Paulo,SP,242,3,1,2,1060000
Jardim Europa São Paulo,SP,725,5,6,5,21999000
Rua Doutor Rubens de Azevedo Marques,Chácara Monte Alegre,209,3,4,3,1600000
Rua Irmãos Leme,Tatuapé,180,2,3,2,800000
Jardim Guedala São Paulo,SP,600,4,1,7,18000000
Chácara Santo Antônio (Zona Sul) São Paulo,SP,200,2,4,2,1080000
Parque Continental São Paulo,SP,190,3,3,3,735000
Vila das Mercês São Paulo,SP,161,4,1,8,850000
Jardim Sarah São Paulo,SP,250,3,2,2,680000
Saúde São Paulo,SP,154,3,1,4,500000
Rua Primavera,Jardim Paulista,665,4,3,6,5500000
Rua Emílio do Lago,Jardim Vila Formosa,175,2,1,2,500000
Rio Pequeno São Paulo,SP,140,3,3,2,600000
Rua Arlindo Veiga dos Santos,Vila Campo Grande,87,3,2,1,795000
Vila Formosa São Paulo,SP,136,2,1,1,480000
Rua Iraci,Jardim Paulistano,200,3,3,2,2500000
Rua General Sena Vasconcelos,Jardim Guedala,400,4,6,5,1700000
Rua Racine,Alto da Lapa,400,4,7,5,2650000
Avenida Ireré,Planalto Paulista,356,4,5,4,2500000
Rua Comendador Roque Licciardi,Jardim das Vertentes,200,3,4,7,1200000
Vila Arriete São Paulo,SP,250,3,1,3,750000
Travessa Pacheco Lima,Vila Ema,106,3,2,1,420000
Rua Bartolomeu Paes,Vila Anastácio,187,3,4,6,900000
Rua Brentano,Vila Hamburguesa,160,3,2,2,1349000
Rua Geremia Lunardelli,Jardim Peri Peri,90,2,1,2,800000
Avenida Itacira,Planalto Paulista,636,4,5,4,35000
Rua Guararapes,Lapa,560,3,4,6,1300000
Rua Engenheiro Toledo Malta,Saúde,140,3,2,2,680000
Rua Padre Agostinho Mendicute,Sumaré,120,3,2,2,980000
Rua Angá,Vila Formosa,234,2,2,1,957000
Rua Ubatã,Cidade Dutra,180,2,1,4,530000
Pacaembu São Paulo,SP,660,3,5,12,9000000
Avenida Nova Cantareira,Tucuruvi,349,4,6,5,855159
Rua Iquiririm,Vila Indiana,200,4,2,3,1200000
Avenida Moaci,Planalto Paulista,380,3,6,4,1690000
Vila Alpina São Paulo,SP,300,4,3,8,1095000
Rua Correia de Lemos,Chácara Inglesa,80,2,1,3,2200000
Avenida Manoel dos Reis Araújo,Jardim Marajoara,266,3,3,5,9000
Rua Araporã,Vila Polopoli,61,2,2,2,419000
Avenida Sílvio Sciumbata,Interlagos,180,2,2,6,750000
Vila Congonhas São Paulo,SP,350,3,4,3,1750000
Rua Cláudio Rossi,Jardim da Glória,180,3,2,2,650000
Rua Doutor Gentil Leite Martins,Vila Nova Caledônia,266,3,2,4,1500000
Brooklin Paulista São Paulo,SP,500,3,4,8,1850000
Butantã São Paulo,SP,300,3,5,4,1600000
Rua Vicente Pelosi,Vila Gomes,120,3,3,2,878000
Rua das Hortênsias,Mirandópolis,180,3,3,2,970000
Belenzinho São Paulo,SP,200,3,1,1,1200000
Avenida Piassanguaba,Planalto Paulista,190,3,4,1,650000
Rua Costa Aguiar,Ipiranga,230,3,2,2,1100000
Rua Tapes,Jardim Aeroporto,152,5,7,4,839000
Rua Francisco Zicardi,Jardim Anália Franco,340,3,2,3,1800000
Jardim Vila Mariana São Paulo,SP,170,3,4,4,1800000
Rua Pau,Brasil,790,4,5,8,7410000
Vila Marieta São Paulo,SP,46,1,1,1,250000
Rua Urbanizadora,Sumaré,280,5,2,5,3000000
Alameda Franca,Jardim Paulista,150,9,2,1,2600000
Santo Amaro São Paulo,SP,128,3,1,2,730000
Rua João Vilhema,Planalto Paulista,170,3,3,2,4800
Rua Votuverava,Jardim Guedala,736,5,3,12,4499000
Rua Guaçuma,Vila Califórnia,143,2,1,1,380000
Rua Francisco Dias Velho,Vila Cordeiro,200,3,4,3,1300000
Rua Padre Germano Mayer,Maranhão,110,3,4,1,650000
Rua Itassuce,Pacaembu,2500,3,7,12,12500000
Avenida Barão do Rego Barros,Vila Congonhas,450,4,10,8,1340999
Cidade Jardim São Paulo,SP,650,5,7,8,5300000
Bosque da Saúde São Paulo,SP,427,4,6,10,1350000
Bosque da Saúde São Paulo,SP,140,3,1,2,895000
Vila Brasilina São Paulo,SP,124,2,1,5,590000
Rua das Guassatungas,Vila Parque Jabaquara,63,2,1,1,390000
Brooklin Paulista São Paulo,SP,340,3,2,2,2660000
Vila Paulista São Paulo,SP,195,2,3,4,596000
Rua Marquês Olinda,Vila Dom Pedro I,300,7,3,2,1300000
Rua Manuel Rodrigues da Costa,Vila Guedes,140,3,2,3,619000
Rua Luisiania,Brooklin Paulista,260,3,2,4,2400000
Rua Geraldo Flausino Gomes,Cidade Monções,375,1,7,8,20000
Rua Constantino de Sousa,Campo Belo,203,3,2,2,1280000
Mooca São Paulo,SP,220,4,2,1,645000
Jardim Guedala São Paulo,SP,950,4,7,11,15000000
Rio Pequeno São Paulo,SP,215,3,3,2,749000
Rua General Lauro Cavalcanti de Farias,Jardim Mangalot,180,3,4,2,699000
Vila Mazzei São Paulo,SP,68,2,3,1,400000
Rua Itapacurai,Paraíso do Morumbi,160,4,3,2,800000
Chácara Inglesa São Paulo,SP,126,3,2,2,930000
Jardim Japão São Paulo,SP,300,7,4,2,1170000
Vila Madalena São Paulo,SP,276,3,1,6,1800000
Rua Lactâncio,Vila Nova Curuçá,254,2,1,6,900000
Rua Duque de Caxias,Santo Amaro,7126,7,2,20,80000
Rua Mesquita,Vila Deodoro,240,3,3,4,1450000
Jardim Paulista São Paulo,SP,760,4,7,4,15000000
Praia Paulistinha São Paulo,SP,140,2,1,1,350000
Avenida Benjamim Mansur,Instituto de Previdência,126,3,2,2,870000
Vila Morumbi São Paulo,SP,498,4,6,6,15000
Cidade Monções São Paulo,SP,150,3,3,2,1780000
Rua Doutor Inácio Arruda,Vila Monumento,240,3,4,5,1300000
Vila Madalena São Paulo,SP,354,4,6,2,10000
Vila Nova Curuçá São Paulo,SP,94,1,1,1,200038
Jardim da Saúde São Paulo,SP,300,3,4,4,1800000
Rua Sibipiruna,Parque dos Príncipes,720,3,3,6,5000000
Vila Santa Catarina São Paulo,SP,117,3,1,3,550000
Avenida Nossa Senhora da Assunção,Vila Butantã,200,4,3,5,1060000
Jardim Paulista São Paulo,SP,468,4,5,4,5700000
Rua Evaristo da Veiga,Catumbi,125,2,3,2,749000
Rua Américo Vespucci,Vila Prudente,100,2,2,1,640000
Rua Conceição Veloso,Vila Mariana,118,3,2,1,1200000
Jardim da Saúde São Paulo,SP,381,4,1,6,1900000
Rua Adriano Silva,Parque dos Príncipes,445,4,4,8,2450000
Planalto Paulista São Paulo,SP,314,3,7,4,1450000
Boaçava São Paulo,SP,944,6,7,6,8000000
